"","country","Region","year","population","life","gdp"
"1458","Burundi","Sub-Saharan Africa","1880",1389698,31.5,450
"1459","Cambodia","East Asia & Pacific","1880",2509963,35,990
"1460","Cameroon","Sub-Saharan Africa","1880",2224163,28.75,839
"1461","Canada","America","1880",4360348,44.512464,3021
"1462","Cape Verde","Sub-Saharan Africa","1880",95157,33.8,685
"1463","Chad","Sub-Saharan Africa","1880",1455614,30.9,560
"1464","Chile","America","1880",2277245,32,2605
"1465","China","East Asia & Pacific","1880",365544192,32,1015
"1466","Colombia","America","1880",2885962,32,1127
"1467","Comoros","Sub-Saharan Africa","1880",90059,32.1,755
"1468","Congo, Dem. Rep.","Sub-Saharan Africa","1880",7661544,31.6,674
"1469","Congo, Rep.","Sub-Saharan Africa","1880",485381,32.7,721
"1470","Costa Rica","America","1880",172749,30.20945,1520
"1471","Cote d'Ivoire","Sub-Saharan Africa","1880",1630846,31.156,1119
"1472","Croatia","Europe & Central Asia","1880",2083435,36.1,2216
"1473","Cuba","America","1880",1555081,36.84,2185
"1474","Cyprus","Europe & Central Asia","1880",189916,38.5101052631578,1740
"1475","Denmark","Europe & Central Asia","1880",2081766,44.86,3908
"1476","Djibouti","Middle East & North Africa","1880",36159,29.9,969
"1477","Ecuador","America","1880",1152573,32.9,779
"1478","Egypt","Middle East & North Africa","1880",7900451,33,960
"1479","El Salvador","America","1880",572093,28.7,1617
"1480","Equatorial Guinea","Sub-Saharan Africa","1880",98300,29.8,395
"1481","Eritrea","Sub-Saharan Africa","1880",453535,30.2,622
"1482","Estonia","Europe & Central Asia","1880",579703,40.0900165567464,1415
"1483","Ethiopia","Sub-Saharan Africa","1880",6830859,27,535
"1484","Fiji","East Asia & Pacific","1880",126850,26.1,965
"1485","Finland","Europe & Central Asia","1880",2047577,39.67,1925
"1486","France","Europe & Central Asia","1880",39014053,42.73,3555
"1487","Gabon","Sub-Saharan Africa","1880",262844,30.6,395
"1488","Gambia","Sub-Saharan Africa","1880",161446,28.8,853
"1489","Georgia","Europe & Central Asia","1880",1857427,30.871,724
"1490","Germany","Europe & Central Asia","1880",43577358,38.905,3057
"1491","Ghana","Sub-Saharan Africa","1880",1677747,28,752
"1492","Greece","Europe & Central Asia","1880",4024333,36.9,2275
"1493","Greenland","Europe & Central Asia","1880",14335,33.8672495371774,748
"1494","Grenada","America","1880",42734,37.3,1240
"1495","Guatemala","America","1880",1181901,25.8128000000001,1400
"1496","Guinea","Sub-Saharan Africa","1880",1669530,30.3275862068964,510
"1497","Guinea-Bissau","Sub-Saharan Africa","1880",329708,32,818
"1498","Guyana","America","1880",249866,31.12,1824
"1499","Haiti","America","1880",1280914,29,1170
"1500","Honduras","America","1880",436660,33.9,1455
"1501","Hong Kong, China","East Asia & Pacific","1880",164427,34.9,1309
"1502","Hungary","Europe & Central Asia","1880",6256649,36,2151
"1503","Iceland","Europe & Central Asia","1880",90546,42.32,2035
"1504","India","South Asia","1880",223020377,25.4424,1084
"1505","Indonesia","East Asia & Pacific","1880",30212871,30,1088
"1506","Iran","Middle East & North Africa","1880",8879809,25.6,1153
"1507","Iraq","Middle East & North Africa","1880",1775449,31.2,1290
"1508","Ireland","Europe & Central Asia","1880",3641634,43.85,3276
"1509","Israel","Middle East & North Africa","1880",281441,32,940
"1510","Italy","Europe & Central Asia","1880",29621532,32.74,2849
"1511","Jamaica","America","1880",564583,34.2,932
"1512","Japan","East Asia & Pacific","1880",36826469,37.03648,1395
"1513","Jordan","Middle East & North Africa","1880",278561,31.7,1299
"1514","Kazakhstan","Europe & Central Asia","1880",3531920,25.2,1720
"1515","Kenya","Sub-Saharan Africa","1880",2607157,25.5,1096
"1516","Kiribati","East Asia & Pacific","1880",23771,24.9,591
"1517","Kuwait","Middle East & North Africa","1880",85115,26,1648
"1518","Latvia","Europe & Central Asia","1880",1026699,39.6413333333334,1133
"1519","Lebanon","Middle East & North Africa","1880",494961,29.7,1710
"1520","Lesotho","Sub-Saharan Africa","1880",433624,32.8,411
"1521","Liberia","Sub-Saharan Africa","1880",517639,31.1,939
"1522","Libya","Middle East & North Africa","1880",752589,33.1,2196
"1523","Lithuania","Europe & Central Asia","1880",1353535,33.1666666666667,1916
"1524","Luxembourg","Europe & Central Asia","1880",187865,37.4034545454545,2961
"1525","Macao, China","East Asia & Pacific","1880",73107,34.7,1220
"1526","Macedonia, FYR","Europe & Central Asia","1880",668778,36.1,1136
"1527","Madagascar","Sub-Saharan Africa","1880",2529772,30.5,767
"1528","Malawi","Sub-Saharan Africa","1880",751025,30.3,354
"1529","Malaysia","East Asia & Pacific","1880",1139039,30.6,1162
"1530","Maldives","South Asia","1880",58228,32.647,840
"1531","Mali","Sub-Saharan Africa","1880",2454682,26.408,617
"1532","Malta","Europe & Central Asia","1880",198192,32.4815384615385,1358
"1533","Mauritania","Sub-Saharan Africa","1880",491013,32,707
"1534","Mauritius","Sub-Saharan Africa","1880",353740,34.1248765076073,1259
"1535","Mexico","America","1880",10470582,26.9,1518
"1536","Micronesia, Fed. Sts.","East Asia & Pacific","1880",22218,26.7,544
"1537","Moldova","Europe & Central Asia","1880",1233524,33.145,862
"1538","Mongolia","East Asia & Pacific","1880",679296,31.8,657
"1539","Montenegro","Europe & Central Asia","1880",214216,35.4,1740
"1540","Morocco","Middle East & North Africa","1880",4055109,33.1,796
"1541","Mozambique","Sub-Saharan Africa","1880",3487663,30.2769333333335,409
"1542","Myanmar","East Asia & Pacific","1880",5734636,30.8,945
"1543","Namibia","Sub-Saharan Africa","1880",230797,32.4,1326
"1544","Nepal","South Asia","1880",5003138,32.8,711
"1545","Netherlands","Europe & Central Asia","1880",4024595,40.39,5500
"1546","New Zealand","East Asia & Pacific","1880",505065,38.5128205128205,6241
"1547","Nicaragua","America","1880",449633,25.4,1845
"1548","Niger","Sub-Saharan Africa","1880",1729822,30.8,598
"1549","Nigeria","Sub-Saharan Africa","1880",15683139,30.4,1159
"1550","Norway","Europe & Central Asia","1880",1883716,51.91,2827
"1551","Oman","Middle East & North Africa","1880",382837,32.3,1225
"1552","Pakistan","South Asia","1880",16977586,26.32,1052
"1553","Panama","America","1880",201637,32.9,1670
"1554","Papua New Guinea","East Asia & Pacific","1880",1099972,31.5,671
"1555","Paraguay","America","1880",404774,35.5,1774
"1556","Peru","America","1880",2971643,35.7,1414
"1557","Philippines","East Asia & Pacific","1880",5011484,30.9,1065
"1558","Poland","Europe & Central Asia","1880",19669587,35.9,1848
"1559","Portugal","Europe & Central Asia","1880",4638209,35.6,1750
"1560","Puerto Rico","America","1880",748198,30.43,1909
"1561","Qatar","Middle East & North Africa","1880",14709,30.8,1648
"1562","Romania","Europe & Central Asia","1880",9735775,35.7,1877
"1563","Russia","Europe & Central Asia","1880",53996807,30.2010666334009,2158
"1564","Rwanda","Sub-Saharan Africa","1880",1374345,31.8,477
"1565","Samoa","East Asia & Pacific","1880",38071,25.4,1721
"1566","Sao Tome and Principe","Sub-Saharan Africa","1880",35718,31,986
"1567","Saudi Arabia","Middle East & North Africa","1880",2405921,32.1,935
"1568","Senegal","Sub-Saharan Africa","1880",1525351,25.2,666
"1569","Serbia","Europe & Central Asia","1880",3637989,35.5,2235
"1570","Seychelles","Sub-Saharan Africa","1880",15406,39.62425,1087
"1571","Sierra Leone","Sub-Saharan Africa","1880",1199729,25.1,983
"1572","Singapore","East Asia & Pacific","1880",116144,34,1509
"1573","Slovak Republic","Europe & Central Asia","1880",2658530,36.4,2251
"1574","Slovenia","Europe & Central Asia","1880",796806,36.6,2318
"1575","Solomon Islands","East Asia & Pacific","1880",69346,25.1,450
"1576","Somalia","Sub-Saharan Africa","1880",1455432,29.4,749
"1577","South Africa","Sub-Saharan Africa","1880",3142066,33.5,3400
"1578","Spain","Europe & Central Asia","1880",16921004,29.5,2509
"1579","Sri Lanka","South Asia","1880",3044220,32.6,1373
"1580","Sudan","Sub-Saharan Africa","1880",4826197,31.4,694
"1581","Suriname","America","1880",126424,32.9,2458
"1582","Swaziland","Sub-Saharan Africa","1880",86887,32.3,656
"1583","Sweden","Europe & Central Asia","1880",4503095,47.62,2472
"1584","Switzerland","Europe & Central Asia","1880",2822978,42.41,6143
"1585","Syria","Middle East & North Africa","1880",1667572,31.1,1266
"1586","Tajikistan","Europe & Central Asia","1880",805919,23.235,786
"1587","Tanzania","Sub-Saharan Africa","1880",3715610,32.2,662
"1588","Thailand","East Asia & Pacific","1880",6273430,30.4,1142
"1589","Timor-Leste","East Asia & Pacific","1880",265856,28.949,610
"1590","Togo","Sub-Saharan Africa","1880",754234,31.3,914
"1591","Tonga","East Asia & Pacific","1880",19343,28.2,814
"1592","Trinidad and Tobago","America","1880",163020,38.8,1708
"1593","Tunisia","Middle East & North Africa","1880",1324052,28.8,957
"1594","Turkey","Europe & Central Asia","1880",12474351,35,1535
"1595","Turkmenistan","Europe & Central Asia","1880",637089,21.456,1423
"1596","Uganda","Sub-Saharan Africa","1880",2561608,25.3,621
"1597","Ukraine","Europe & Central Asia","1880",19532717,36.6,1151
"1598","United Arab Emirates","Middle East & North Africa","1880",42682,30.7,1498
"1599","United Kingdom","Europe & Central Asia","1880",30849957,43.78,6553
"1600","United States","America","1880",51256498,39.41,5292
"1601","Uruguay","America","1880",480723,32.9,5445
"1602","Uzbekistan","Europe & Central Asia","1880",3470567,25.926,606
"1603","Vanuatu","East Asia & Pacific","1880",35552,24.3,720
"1604","Venezuela","America","1880",2015985,32.2,1138
"1605","West Bank and Gaza","Middle East & North Africa","1880",224771,32.1,1266
"1606","Vietnam","East Asia & Pacific","1880",11472739,32,909
"1607","Zambia","Sub-Saharan Africa","1880",744157,32.6,805
"1608","Zimbabwe","Sub-Saharan Africa","1880",1661683,33.7,957
"1609","South Sudan","Sub-Saharan Africa","1880",1604755,26.665,680
"1610","Afghanistan","South Asia","1890",4710171,27.2888,767
"1611","Albania","Europe & Central Asia","1890",741688,35.4,1008
"1612","Algeria","Middle East & North Africa","1890",4525691,28.8224,1570
"1613","Angola","Sub-Saharan Africa","1890",2677047,26.98,917
"1614","Antigua and Barbuda","America","1890",36286,33.536,1216
"1615","Argentina","America","1890",3402273,34,5228
"1616","Armenia","Europe & Central Asia","1890",781218,34.995,656
"1617","Aruba","America","1890",27817,34.419,1338
"1618","Australia","East Asia & Pacific","1890",3088808,44.6343137254902,7418
"1619","Austria","Europe & Central Asia","1890",5408503,37.07,4725
"1620","Azerbaijan","Europe & Central Asia","1890",1667011,30.165,1112
"1621","Bahamas","America","1890",47817,35.179,2322
"1622","Bahrain","Middle East & North Africa","1890",72045,30.3,2410
"1623","Bangladesh","South Asia","1890",27615079,22.72,968
"1624","Barbados","America","1890",181966,32.124,1468
"1625","Belarus","Europe & Central Asia","1890",4484175,36.2,895
"1626","Belgium","Europe & Central Asia","1890",6125406,44.14,6387
"1627","Belize","America","1890",30754,26.5,930
"1628","Benin","Sub-Saharan Africa","1890",1260608,31,839
"1629","Bhutan","South Asia","1890",129082,28.799,724
"1630","Bolivia","America","1890",1718906,33,1661
"1631","Bosnia and Herzegovina","Europe & Central Asia","1890",1569427,35.1,1039
"1632","Botswana","Sub-Saharan Africa","1890",122200,33.6,559
"1633","Brazil","America","1890",14410738,31.9826000000001,1492
"1634","Brunei","East Asia & Pacific","1890",11271,29.2,1923
"1635","Bulgaria","Europe & Central Asia","1890",3453830,39.7599999999997,1887
"1636","Burkina Faso","Sub-Saharan Africa","1890",2769399,29.2,520
"1637","Burundi","Sub-Saharan Africa","1890",1485986,31.5,454
"1638","Cambodia","East Asia & Pacific","1890",2678588,35,1005
"1639","Cameroon","Sub-Saharan Africa","1890",2291482,28.75,880
"1640","Canada","America","1890",4908078,45.12972,3963
"1641","Cape Verde","Sub-Saharan Africa","1890",103928,33.8,715
"1642","Chad","Sub-Saharan Africa","1890",1463486,30.9,588
"1643","Chile","America","1890",2623814,32,2948
"1644","China","East Asia & Pacific","1890",377135349,32,918
"1645","Colombia","America","1890",3432631,32,1157
"1646","Comoros","Sub-Saharan Africa","1890",97281,32.1,763
"1647","Congo, Dem. Rep.","Sub-Saharan Africa","1890",8176082,31.6,703
"1648","Congo, Rep.","Sub-Saharan Africa","1890",521378,32.7,741
"1649","Costa Rica","America","1890",227054,30.6090909090909,1699
"1650","Cote d'Ivoire","Sub-Saharan Africa","1890",1742785,31.156,1164
"1651","Croatia","Europe & Central Asia","1890",2273902,36.1,2633
"1652","Cuba","America","1890",1658274,39.54,2454
"1653","Cyprus","Europe & Central Asia","1890",207321,38.5113684210525,1958
"1654","Denmark","Europe & Central Asia","1890",2291557,47.3,4587
"1655","Djibouti","Middle East & North Africa","1890",38998,29.9,1000
"1656","Ecuador","America","1890",1291183,32.9,830
"1657","Egypt","Middle East & North Africa","1890",8912535,33,1166
"1658","El Salvador","America","1890",662195,28.7,1758
"1659","Equatorial Guinea","Sub-Saharan Africa","1890",101679,29.8,401
"1660","Eritrea","Sub-Saharan Africa","1890",516854,30.2,638
"1661","Estonia","Europe & Central Asia","1890",634935,42.272046883835,1464
"1662","Ethiopia","Sub-Saharan Africa","1890",7832385,4,537
"1663","Fiji","East Asia & Pacific","1890",122056,26.1,998
"1664","Finland","Europe & Central Asia","1890",2358344,44.61,2305
"1665","France","Europe & Central Asia","1890",40015501,43.36,3639
"1666","Gabon","Sub-Saharan Africa","1890",286111,30.6,396
"1667","Gambia","Sub-Saharan Africa","1890",173847,28.8,859
"1668","Georgia","Europe & Central Asia","1890",2033664,32.871,737
"1669","Germany","Europe & Central Asia","1890",48211294,40.91,3733
"1670","Ghana","Sub-Saharan Africa","1890",1781078,28,769
"1671","Greece","Europe & Central Asia","1890",4441125,38.18,2636
"1672","Greenland","Europe & Central Asia","1890",15319,30.9523383621364,832
"1673","Grenada","America","1890",51785,37.3,1294
"1674","Guatemala","America","1890",1284688,25.8144000000001,1519
"1675","Guinea","Sub-Saharan Africa","1890",1821769,30.4310344827585,521
"1676","Guinea-Bissau","Sub-Saharan Africa","1890",353821,32,825
"1677","Guyana","America","1890",267135,31.12,1951
"1678","Haiti","America","1890",1419252,29,1295
"1679","Honduras","America","1890",469600,33.9,1653
"1680","Hong Kong, China","East Asia & Pacific","1890",218690,34.9,1517
"1681","Hungary","Europe & Central Asia","1890",6631452,36,2502
"1682","Iceland","Europe & Central Asia","1890",96517,36.58,2009
"1683","India","South Asia","1890",232819584,24.384,1163
"1684","Indonesia","East Asia & Pacific","1890",33747355,30,1077
"1685","Iran","Middle East & North Africa","1890",9418782,25.6,1235
"1686","Iraq","Middle East & North Africa","1890",1992559,31.2,1396
"1687","Ireland","Europe & Central Asia","1890",3349404,46.4928571428571,3628
"1688","Israel","Middle East & North Africa","1890",316448,32,994
"1689","Italy","Europe & Central Asia","1890",31665125,38.5,3141
"1690","Jamaica","America","1890",637199,34.3,961
"1691","Japan","East Asia & Pacific","1890",39878734,37.67568,1606
"1692","Jordan","Middle East & North Africa","1890",294766,31.7,1405
"1693","Kazakhstan","Europe & Central Asia","1890",3865983,27.2,1780
"1694","Kenya","Sub-Saharan Africa","1890",2618210,25.5,1131
"1695","Kiribati","East Asia & Pacific","1890",25323,8,596
"1696","Kuwait","Middle East & North Africa","1890",89663,26,1904
"1697","Latvia","Europe & Central Asia","1890",1125139,42.9620000000001,1173
"1698","Lebanon","Middle East & North Africa","1890",525702,29.7,1889
"1699","Lesotho","Sub-Saharan Africa","1890",467118,32.8,413
"1700","Liberia","Sub-Saharan Africa","1890",563168,31.1,964
"1701","Libya","Middle East & North Africa","1890",800283,33.1,2483
"1702","Lithuania","Europe & Central Asia","1890",1483375,37.4333333333334,1983
"1703","Luxembourg","Europe & Central Asia","1890",200461,42.438,3333
"1704","Macao, China","East Asia & Pacific","1890",67860,34.7,1262
"1705","Macedonia, FYR","Europe & Central Asia","1890",731284,36.1,1349
"1706","Madagascar","Sub-Saharan Africa","1890",2705491,30.5,805
"1707","Malawi","Sub-Saharan Africa","1890",755700,30.3,355
"1708","Malaysia","East Asia & Pacific","1890",1589037,30.6,1218
"1709","Maldives","South Asia","1890",61033,32.647,839
"1710","Mali","Sub-Saharan Africa","1890",2695216,26.408,619
"1711","Malta","Europe & Central Asia","1890",211471,37.2084615384615,1488
"1712","Mauritania","Sub-Saharan Africa","1890",511712,32,742
"1713","Mauritius","Sub-Saharan Africa","1890",368896,28.1634949681588,1322
"1714","Mexico","America","1890",11868744,26.9,1862
"1715","Micronesia, Fed. Sts.","East Asia & Pacific","1890",23340,26.7,548
"1716","Moldova","Europe & Central Asia","1890",1350371,33.145,883
"1717","Mongolia","East Asia & Pacific","1890",691803,31.8,668
"1718","Montenegro","Europe & Central Asia","1890",233519,35.4,2068
"1719","Morocco","Middle East & North Africa","1890",4349836,33.1,810
"1720","Mozambique","Sub-Saharan Africa","1890",3787673,30.2768000000002,411
"1721","Myanmar","East Asia & Pacific","1890",7618454,30.8,1051
"1722","Namibia","Sub-Saharan Africa","1890",231395,32.4,1540
"1723","Nepal","South Asia","1890",5256924,32.8,764
